Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,mean_time,Attrition
32,Travel_Rarely,Research & Development,1.0,4,Medical,3674,Male,5,Research Director,Married,191890.0,0,12,1,4,3,3,1,2,3.0,2.0,2.0,3,3,10.37246963562753,No
39,Non-Travel,Research & Development,29.0,2,Life Sciences,3675,Male,2,Sales Executive,Married,38750.0,3,15,0,13,3,6,0,5,3.0,3.0,3.0,3,3,6.550218340611353,No
25,Travel_Rarely,Research & Development,7.0,4,Life Sciences,3676,Male,1,Sales Executive,Married,22160.0,2,13,3,6,2,3,1,2,1.0,3.0,2.0,2,3,7.1875,No
52,Travel_Frequently,Research & Development,2.0,1,Life Sciences,3677,Male,2,Sales Executive,Married,117130.0,2,14,0,24,2,5,0,2,4.0,3.0,2.0,3,3,9.150862068965518,No
43,Travel_Rarely,Research & Development,2.0,2,Medical,3678,Male,1,Laboratory Technician,Single,78610.0,1,14,2,20,1,20,1,8,1.0,3.0,1.0,3,3,9.688796680497925,No
27,Travel_Rarely,Research & Development,2.0,4,Life Sciences,3679,Male,1,Human Resources,Married,37080.0,1,16,2,6,2,6,4,4,4.0,4.0,3.0,3,3,10.359504132231406,No
27,Travel_Rarely,Research & Development,2.0,5,Life Sciences,3680,Female,1,Research Scientist,Single,137700.0,1,18,1,8,3,8,7,7,4.0,3.0,3.0,4,3,10.07112970711297,Yes
26,Travel_Rarely,Research & Development,2.0,2,Other,3681,Male,3,Laboratory Technician,Single,53040.0,0,20,1,5,2,4,1,1,1.0,4.0,3.0,3,4,6.279166666666667,No
42,Travel_Rarely,Sales,23.0,3,Marketing,3682,Female,3,Research Scientist,Married,26420.0,0,13,1,21,3,20,0,9,3.0,1.0,3.0,3,3,6.175438596491228,No
52,Travel_Rarely,Research & Development,5.0,2,Life Sciences,3683,Female,1,Healthcare Representative,Married,27590.0,9,18,1,12,6,5,0,4,3.0,1.0,1.0,3,3,6.5,No
37,Travel_Rarely,Research & Development,20.0,5,Life Sciences,3684,Male,2,Manager,Single,68040.0,4,13,1,8,1,3,0,2,1.0,3.0,3.0,3,3,7.512820512820513,No
35,Travel_Frequently,Research & Development,6.0,4,Medical,3685,Female,2,Research Director,Single,61420.0,2,15,1,10,2,2,2,2,3.0,4.0,3.0,3,3,7.706382978723404,No
25,Travel_Rarely,Research & Development,1.0,4,Medical,3686,Male,2,Sales Executive,Married,25000.0,4,14,2,7,2,3,0,2,1.0,4.0,2.0,1,3,8.037974683544304,No
26,Travel_Rarely,Research & Development,29.0,4,Life Sciences,3687,Male,1,Research Scientist,Single,63890.0,0,22,0,8,2,7,0,7,3.0,1.0,3.0,2,4,6.798319327731092,No
29,Travel_Rarely,Sales,9.0,3,Life Sciences,3688,Male,1,Laboratory Technician,Single,111030.0,1,12,0,10,5,10,0,9,2.0,1.0,2.0,2,3,6.194915254237288,No
49,Travel_Frequently,Sales,6.0,5,Medical,3689,Female,2,Healthcare Representative,Single,23420.0,3,18,0,20,2,4,1,3,1.0,1.0,3.0,3,3,7.176211453744493,Yes
29,Travel_Frequently,Sales,3.0,2,Marketing,3690,Female,2,Laboratory Technician,Single,68110.0,0,15,1,9,2,8,7,7,3.0,4.0,3.0,3,3,8.584033613445378,Yes
54,Travel_Rarely,Sales,1.0,3,Medical,3691,Female,2,Manager,Single,22970.0,6,18,2,29,2,20,12,7,4.0,4.0,2.0,2,3,6.1722689075630255,No
58,Travel_Rarely,Sales,22.0,3,Life Sciences,3692,Female,2,Laboratory Technician,Married,24500.0,3,12,1,32,2,9,1,5,4.0,1.0,3.0,3,3,10.560869565217391,No
55,Travel_Rarely,Research & Development,7.0,3,Life Sciences,3693,Female,3,Research Scientist,Divorced,50930.0,2,16,1,31,3,7,0,0,2.0,4.0,4.0,3,3,7.504237288135593,No
36,Travel_Rarely,Research & Development,1.0,3,Medical,3694,Male,2,Sales Executive,Single,53090.0,3,13,0,15,5,5,0,1,1.0,2.0,3.0,3,3,9.444915254237287,No
31,Travel_Frequently,Sales,4.0,3,Life Sciences,3695,Male,2,Manager,Single,30570.0,1,19,0,1,3,1,0,0,2.0,3.0,3.0,3,3,7.256410256410256,Yes
30,Travel_Rarely,Sales,3.0,3,Life Sciences,3696,Male,3,Sales Executive,Divorced,51210.0,7,13,0,8,4,3,0,2,4.0,1.0,3.0,3,3,7.539094650205762,No
31,Travel_Rarely,Research & Development,1.0,3,Medical,3697,Male,1,Laboratory Technician,Single,168560.0,3,12,1,9,3,3,1,0,1.0,2.0,4.0,3,3,7.291304347826087,No
34,Travel_Frequently,Sales,2.0,1,Marketing,3698,Female,5,Manager,Divorced,26860.0,5,11,0,10,3,4,1,3,4.0,1.0,3.0,4,3,7.567901234567901,No
31,Travel_Rarely,Sales,20.0,3,Technical Degree,3699,Male,1,Research Scientist,Single,61800.0,1,14,1,1,2,1,0,0,1.0,2.0,4.0,1,3,8.038297872340426,Yes
27,Travel_Rarely,Human Resources,11.0,4,Medical,3700,Male,4,Sales Executive,Married,66320.0,0,16,0,6,3,5,1,4,2.0,1.0,4.0,3,3,7.144628099173554,No
36,Travel_Rarely,Sales,1.0,3,Marketing,3701,Male,2,Research Scientist,Single,35050.0,1,12,2,10,2,10,1,8,1.0,4.0,2.0,2,3,6.252212389380531,No
36,Travel_Rarely,Research & Development,24.0,3,Other,3702,Female,3,Research Director,Married,63970.0,4,14,1,11,3,3,0,2,3.0,1.0,2.0,3,3,7.274590163934426,No
47,Travel_Rarely,Research & Development,23.0,4,Life Sciences,3703,Female,2,Sales Executive,Married,62740.0,7,14,2,17,0,6,1,2,1.0,4.0,2.0,3,3,7.807377049180328,No
25,Travel_Rarely,Sales,16.0,4,Life Sciences,3704,Male,2,Research Scientist,Married,198590.0,3,19,0,6,3,3,2,2,1.0,1.0,3.0,2,3,7.246808510638298,Yes
37,Non-Travel,Sales,8.0,4,Medical,3705,Male,1,Healthcare Representative,Single,75870.0,0,22,1,7,5,6,1,3,3.0,3.0,1.0,3,4,7.538461538461538,No
56,Travel_Rarely,Research & Development,10.0,4,Other,3706,Male,2,Sales Representative,Married,42580.0,2,16,0,5,2,3,1,0,1.0,1.0,4.0,3,3,6.669527896995708,No
47,Travel_Rarely,Research & Development,3.0,2,Medical,3707,Male,2,Laboratory Technician,Married,43640.0,3,11,1,26,3,20,5,6,1.0,3.0,4.0,3,3,6.336134453781512,No
24,Travel_Rarely,Research & Development,5.0,1,Other,3708,Male,1,Manufacturing Director,Married,43350.0,1,15,1,5,5,5,0,3,4.0,3.0,3.0,3,3,9.661087866108788,No
32,Travel_Rarely,Sales,4.0,3,Marketing,3709,Male,1,Research Scientist,Married,53260.0,4,14,1,7,2,4,0,3,4.0,4.0,2.0,3,3,7.524229074889868,No
34,Travel_Rarely,Research & Development,9.0,2,Medical,3710,Male,1,Sales Executive,Married,32800.0,5,13,0,7,3,5,0,2,4.0,2.0,2.0,3,3,6.104347826086957,No
41,Travel_Rarely,Research & Development,26.0,3,Medical,3711,Female,3,Sales Executive,Married,54850.0,2,17,2,7,2,4,0,3,2.0,3.0,2.0,3,3,10.502127659574468,No
40,Non-Travel,Sales,3.0,2,Life Sciences,3712,Male,1,Sales Executive,Divorced,43420.0,3,11,1,11,6,8,0,7,3.0,3.0,4.0,2,3,6.427385892116183,No
31,Travel_Rarely,Research & Development,16.0,3,Medical,3713,Male,2,Human Resources,Divorced,27820.0,1,19,1,13,5,13,9,9,1.0,4.0,3.0,3,3,6.596566523605151,No
46,Travel_Rarely,Research & Development,18.0,1,Medical,3714,Male,1,Manufacturing Director,Divorced,59800.0,4,11,1,28,2,7,4,3,1.0,4.0,4.0,3,3,6.668067226890757,Yes
39,Non-Travel,Research & Development,2.0,4,Medical,3715,Male,2,Manufacturing Director,Single,43810.0,2,15,2,11,1,1,0,0,1.0,1.0,4.0,2,3,9.358333333333333,Yes
31,Travel_Frequently,Sales,2.0,3,Medical,3716,Male,2,Sales Executive,Single,25720.0,1,13,3,10,3,10,4,7,3.0,2.0,3.0,3,3,6.781659388646288,Yes
45,Travel_Rarely,Sales,10.0,2,Marketing,3717,Male,1,Sales Executive,Divorced,38330.0,2,14,0,24,1,7,0,7,2.0,1.0,3.0,3,3,10.452586206896552,No
31,Travel_Rarely,Research & Development,16.0,4,Life Sciences,3718,Male,3,Human Resources,Single,42440.0,9,13,0,8,3,3,0,2,4.0,2.0,3.0,3,3,6.675213675213676,No
31,Travel_Frequently,Research & Development,7.0,4,Life Sciences,3719,Male,1,Laboratory Technician,Married,65000.0,6,23,1,7,5,2,2,2,2.0,4.0,1.0,3,4,10.31967213114754,Yes
45,Travel_Rarely,Research & Development,1.0,2,Life Sciences,3720,Female,1,Research Scientist,Married,184300.0,4,12,1,10,5,3,1,2,2.0,4.0,4.0,3,3,10.594017094017094,No
48,Travel_Rarely,Research & Development,24.0,3,Technical Degree,3721,Male,2,Research Scientist,Divorced,16010.0,4,12,0,15,3,2,2,2,3.0,1.0,3.0,3,3,7.110655737704918,No
34,Travel_Rarely,Research & Development,7.0,4,Medical,3722,Male,2,Research Scientist,Married,26940.0,1,16,1,2,3,2,2,2,1.0,3.0,3.0,3,3,7.413934426229508,Yes
40,Non-Travel,Research & Development,25.0,4,Other,3723,Female,1,Sales Executive,Divorced,31490.0,2,15,1,16,1,9,4,8,4.0,2.0,3.0,2,3,8.03347280334728,No
28,Travel_Rarely,Research & Development,1.0,2,Technical Degree,3724,Female,1,Research Scientist,Single,176390.0,0,13,1,6,0,5,1,3,4.0,1.0,3.0,3,3,6.528384279475983,No
44,Non-Travel,Research & Development,5.0,3,Life Sciences,3725,Male,1,Laboratory Technician,Single,23190.0,3,18,0,7,4,5,0,3,3.0,3.0,3.0,2,3,6.592920353982301,No
53,Travel_Rarely,Research & Development,2.0,4,Technical Degree,3726,Male,2,Manager,Single,116910.0,4,20,0,35,2,9,8,8,4.0,2.0,2.0,3,4,6.904761904761905,No
49,Travel_Rarely,Research & Development,7.0,3,Life Sciences,3727,Male,3,Laboratory Technician,Married,53240.0,2,19,0,20,2,3,1,2,1.0,3.0,2.0,1,3,6.789473684210527,No
40,Travel_Rarely,Research & Development,2.0,4,Life Sciences,3728,Male,3,Laboratory Technician,Divorced,167520.0,2,18,1,8,3,3,1,2,3.0,3.0,4.0,3,3,6.506329113924051,No
44,Travel_Rarely,Research & Development,5.0,1,Other,3729,Male,3,Research Scientist,Single,52280.0,1,13,0,6,2,5,1,3,4.0,2.0,2.0,4,3,6.9094827586206895,No
33,Travel_Frequently,Human Resources,10.0,3,Medical,3730,Female,2,Sales Executive,Married,27000.0,0,14,3,5,2,4,0,3,4.0,1.0,3.0,3,3,7.390350877192983,No
34,Travel_Rarely,Research & Development,10.0,4,Life Sciences,3731,Female,1,Sales Representative,Single,192460.0,3,15,1,15,5,13,3,12,4.0,1.0,3.0,3,3,6.8441558441558445,No
30,Travel_Rarely,Sales,1.0,2,Technical Degree,3732,Male,1,Laboratory Technician,Married,25060.0,8,22,0,4,3,2,2,2,4.0,3.0,2.0,3,4,6.087719298245614,No
42,Travel_Frequently,Research & Development,8.0,4,Medical,3733,Female,1,Sales Executive,Single,60620.0,1,22,2,12,2,12,5,8,1.0,4.0,3.0,3,4,7.322175732217573,No
44,Travel_Frequently,Research & Development,5.0,3,Life Sciences,3734,Female,5,Manufacturing Director,Married,43820.0,7,16,2,11,2,1,0,0,1.0,3.0,2.0,3,3,7.564655172413793,No
30,Non-Travel,Research & Development,8.0,3,Life Sciences,3735,Male,1,Manufacturing Director,Divorced,21430.0,1,17,1,1,2,1,0,0,3.0,3.0,2.0,3,3,6.129310344827586,No
57,Travel_Rarely,Sales,2.0,1,Life Sciences,3736,Male,3,Research Scientist,Married,61620.0,0,14,0,13,5,12,2,8,2.0,3.0,2.0,2,3,7.604166666666667,No
49,Travel_Rarely,Research & Development,7.0,3,Technical Degree,3737,Female,2,Sales Executive,Divorced,50940.0,3,15,0,29,5,8,0,7,3.0,2.0,3.0,3,3,6.898305084745763,No
34,Travel_Frequently,Research & Development,2.0,4,Medical,3738,Female,2,Sales Representative,Divorced,68770.0,7,20,0,16,3,14,6,9,2.0,1.0,2.0,3,4,6.393805309734513,No
28,Travel_Frequently,Research & Development,2.0,3,Medical,3739,Male,1,Research Scientist,Married,22740.0,3,20,1,5,5,3,1,2,1.0,3.0,4.0,3,4,6.463519313304721,Yes
29,Travel_Frequently,Research & Development,28.0,3,Medical,3740,Female,5,Research Scientist,Single,44340.0,5,17,3,7,1,5,0,0,1.0,2.0,1.0,3,3,7.806584362139918,Yes
34,Travel_Rarely,Research & Development,7.0,1,Medical,3741,Male,1,Research Scientist,Single,62880.0,0,15,1,16,2,15,10,10,1.0,2.0,4.0,3,3,8.473029045643154,Yes
35,Travel_Rarely,Sales,7.0,4,Other,3742,Female,4,Healthcare Representative,Married,25530.0,1,14,1,1,4,1,0,0,4.0,3.0,3.0,2,3,6.566115702479339,No
24,Travel_Frequently,Sales,3.0,3,Life Sciences,3743,Male,2,Research Scientist,Single,76540.0,2,17,1,4,3,0,0,0,2.0,1.0,2.0,2,3,8.481171548117155,Yes
24,Non-Travel,Research & Development,10.0,3,Life Sciences,3744,Female,2,Manager,Married,51600.0,1,17,1,1,3,1,0,0,4.0,2.0,3.0,1,3,7.446280991735537,No
44,Travel_Frequently,Research & Development,5.0,2,Medical,3745,Female,2,Research Scientist,Single,171590.0,5,22,1,16,1,2,2,2,2.0,3.0,2.0,2,4,10.33189655172414,No
29,Travel_Rarely,Sales,10.0,2,Life Sciences,3746,Female,1,Sales Executive,Divorced,128080.0,1,13,0,10,6,10,0,4,3.0,3.0,3.0,3,3,6.978632478632479,No
30,Travel_Rarely,Research & Development,1.0,2,Life Sciences,3747,Male,3,Sales Executive,Divorced,102210.0,0,19,1,6,2,5,1,3,3.0,3.0,4.0,3,3,6.154185022026431,No
55,Travel_Rarely,Sales,20.0,3,Marketing,3748,Male,2,Research Scientist,Married,47790.0,0,14,1,4,6,3,1,2,4.0,3.0,3.0,3,3,10.61864406779661,No
33,Travel_Rarely,Research & Development,7.0,2,Life Sciences,3749,Male,2,Research Scientist,Married,37370.0,8,22,2,8,2,5,0,2,1.0,2.0,3.0,3,4,7.862660944206008,No
47,Travel_Rarely,Research & Development,8.0,4,Medical,3750,Female,2,Sales Representative,Married,23660.0,3,17,0,11,5,5,1,2,3.0,3.0,2.0,2,3,10.845188284518828,No
28,Travel_Frequently,Sales,1.0,3,Marketing,3751,Male,2,Laboratory Technician,Single,17060.0,7,12,0,8,3,0,0,0,3.0,1.0,2.0,3,3,7.580786026200873,Yes
28,Travel_Rarely,Sales,8.0,4,Marketing,3752,Male,1,Laboratory Technician,Divorced,163070.0,1,16,0,1,3,1,0,0,1.0,3.0,1.0,2,3,6.135371179039302,No
28,Travel_Frequently,Research & Development,9.0,3,Life Sciences,3753,Female,2,Sales Executive,Single,59330.0,0,11,0,5,3,4,1,3,3.0,1.0,3.0,3,3,7.053497942386831,No
49,Travel_Rarely,Research & Development,5.0,4,Life Sciences,3754,Female,1,Research Scientist,Married,34240.0,4,11,0,10,3,3,1,2,3.0,1.0,3.0,3,3,6.370044052863436,No
29,Travel_Frequently,Research & Development,8.0,1,Medical,3755,Male,1,Research Scientist,Married,40370.0,0,14,0,4,2,3,0,2,4.0,2.0,3.0,1,3,7.129310344827586,No
28,Travel_Rarely,Research & Development,5.0,1,Technical Degree,3756,Male,2,Laboratory Technician,Married,25590.0,1,11,0,8,3,8,1,7,3.0,2.0,2.0,2,3,5.986899563318778,No
33,Travel_Rarely,Research & Development,15.0,4,Life Sciences,3757,Female,1,Sales Executive,Single,62010.0,2,15,3,14,2,0,0,0,4.0,3.0,3.0,2,3,8.506276150627615,No
32,Travel_Rarely,Research & Development,7.0,3,Life Sciences,3758,Female,3,Laboratory Technician,Single,44030.0,2,20,0,10,3,5,0,0,3.0,4.0,4.0,2,4,7.392070484581498,No
54,Travel_Frequently,Sales,10.0,3,Life Sciences,3759,Female,4,Research Scientist,Divorced,37610.0,3,12,0,26,3,14,1,12,2.0,4.0,3.0,2,3,6.979423868312757,No
29,Travel_Rarely,Research & Development,5.0,3,Life Sciences,3760,Female,2,Research Scientist,Single,109340.0,6,17,2,11,2,9,0,7,1.0,1.0,1.0,3,3,6.502127659574468,Yes
44,Travel_Rarely,Sales,26.0,1,Marketing,3761,Male,1,Sales Representative,Married,107610.0,3,11,1,24,5,20,14,17,4.0,1.0,4.0,2,3,7.920833333333333,No
39,Travel_Rarely,Sales,6.0,1,Technical Degree,3762,Female,2,Laboratory Technician,Single,51750.0,4,17,1,9,2,2,2,2,2.0,2.0,3.0,4,3,7.030837004405286,No
46,Travel_Rarely,Research & Development,4.0,2,Life Sciences,3763,Male,3,Manufacturing Director,Married,138260.0,8,11,0,23,1,13,5,1,3.0,2.0,4.0,2,3,7.004310344827586,No
35,Travel_Rarely,Research & Development,23.0,4,Life Sciences,3764,Male,2,Research Scientist,Single,63340.0,1,14,0,11,2,11,3,3,4.0,2.0,1.0,4,3,6.161702127659575,No
23,Travel_Rarely,Research & Development,2.0,4,Medical,3765,Female,2,Manager,Single,49360.0,0,19,1,5,2,4,1,2,1.0,3.0,3.0,2,3,7.674008810572687,No
40,Travel_Rarely,Research & Development,2.0,3,Medical,3766,Male,2,Research Director,Single,47750.0,3,15,1,15,3,5,1,0,4.0,1.0,1.0,4,3,7.546610169491525,Yes
34,Travel_Rarely,Human Resources,2.0,3,Human Resources,3767,Male,2,Manufacturing Director,Married,28180.0,1,13,1,10,2,10,8,6,4.0,3.0,3.0,3,3,10.386178861788618,No
31,Travel_Frequently,Research & Development,29.0,3,Life Sciences,3768,Female,2,Healthcare Representative,Single,25150.0,1,14,0,7,3,7,7,7,4.0,3.0,1.0,2,3,6.403361344537816,Yes
50,Travel_Frequently,Research & Development,6.0,3,Medical,3769,Male,1,Manager,Single,23420.0,1,12,1,32,2,32,13,9,3.0,4.0,3.0,2,3,10.024193548387096,No
34,Travel_Rarely,Sales,25.0,5,Marketing,3770,Female,1,Research Scientist,Married,41940.0,0,17,2,12,3,11,5,7,2.0,3.0,3.0,3,3,10.49795918367347,No
42,Travel_Rarely,Research & Development,1.0,3,Life Sciences,3771,Female,1,Manufacturing Director,Married,106850.0,4,11,3,4,2,1,0,0,3.0,2.0,3.0,3,3,6.626556016597511,No
37,Travel_Rarely,Research & Development,2.0,2,Medical,3772,Male,1,Research Scientist,Married,20220.0,1,12,0,10,1,10,3,7,1.0,4.0,3.0,3,3,7.924050632911392,No
29,Travel_Rarely,Research & Development,1.0,3,Medical,3773,Female,1,Manager,Married,23140.0,3,13,0,9,5,7,0,7,3.0,1.0,3.0,4,3,6.216450216450217,No
33,Travel_Rarely,Research & Development,1.0,1,Life Sciences,3774,Male,1,Research Scientist,Single,42560.0,1,13,3,5,1,5,0,2,4.0,2.0,3.0,3,3,7.233766233766234,No
45,Travel_Rarely,Sales,3.0,3,Life Sciences,3775,Male,3,Laboratory Technician,Married,35800.0,4,20,1,8,1,5,0,3,4.0,4.0,3.0,2,4,6.061728395061729,No
42,Travel_Frequently,Human Resources,1.0,4,Technical Degree,3776,Male,2,Manufacturing Director,Married,31620.0,2,17,2,24,1,20,13,9,4.0,4.0,1.0,3,3,8.090534979423868,No
40,Travel_Rarely,Sales,10.0,1,Life Sciences,3777,Female,1,Manufacturing Director,Married,65240.0,0,13,1,9,2,8,7,1,1.0,1.0,4.0,4,3,6.290748898678414,No
33,Travel_Rarely,Research & Development,9.0,3,Medical,3778,Female,2,Manufacturing Director,Married,28990.0,1,17,0,15,3,15,5,7,2.0,3.0,3.0,2,3,10.621399176954732,No
40,Travel_Rarely,Sales,5.0,5,Life Sciences,3779,Male,1,Manufacturing Director,Single,52310.0,1,12,2,21,4,21,7,7,3.0,4.0,3.0,3,3,8.385593220338983,No
24,Travel_Rarely,Sales,10.0,2,Marketing,3780,Male,1,Manufacturing Director,Divorced,23560.0,0,13,0,2,5,1,0,0,3.0,1.0,3.0,3,3,6.138075313807532,No
40,Non-Travel,Research & Development,7.0,3,Medical,3781,Male,1,Research Scientist,Divorced,28000.0,3,12,2,8,0,2,2,2,4.0,4.0,3.0,2,3,8.412280701754385,No
45,Travel_Rarely,Research & Development,4.0,3,Medical,3782,Female,3,Laboratory Technician,Divorced,118360.0,1,22,0,10,2,10,7,7,1.0,2.0,3.0,4,4,6.570212765957447,No
35,Travel_Rarely,Research & Development,10.0,1,Life Sciences,3783,Male,1,Healthcare Representative,Married,109030.0,0,11,0,6,3,5,4,2,2.0,3.0,3.0,4,3,7.829875518672199,No
32,Travel_Rarely,Research & Development,22.0,4,Medical,3784,Male,1,Sales Executive,Married,29730.0,3,22,0,12,0,7,2,5,4.0,2.0,3.0,4,4,7.309917355371901,No
36,Travel_Rarely,Sales,9.0,3,Marketing,3785,Female,4,Research Scientist,Single,142750.0,3,18,1,7,5,3,1,2,3.0,4.0,2.0,2,3,9.105691056910567,No
48,Travel_Rarely,Research & Development,12.0,4,Medical,3786,Male,1,Laboratory Technician,Divorced,55620.0,8,13,1,18,2,8,7,7,3.0,3.0,3.0,3,3,7.918032786885246,No
29,Travel_Rarely,Research & Development,23.0,4,Life Sciences,3787,Female,2,Healthcare Representative,Married,45370.0,6,18,1,5,5,1,0,0,3.0,3.0,2.0,4,3,7.844155844155843,No
33,Travel_Rarely,Research & Development,9.0,1,Medical,3788,Male,1,Healthcare Representative,Married,76420.0,2,20,1,8,2,2,2,2,1.0,1.0,1.0,2,4,7.122270742358078,No
30,Travel_Rarely,Research & Development,1.0,3,Other,3789,Male,3,Sales Executive,Married,179240.0,1,13,2,10,2,10,6,7,2.0,1.0,3.0,3,3,7.359649122807017,Yes
38,Travel_Frequently,Sales,9.0,3,Marketing,3790,Male,1,Manufacturing Director,Married,52040.0,3,13,1,10,2,6,1,2,3.0,3.0,3.0,3,3,6.893617021276596,No
35,Travel_Rarely,Sales,7.0,2,Life Sciences,3791,Male,1,Sales Executive,Single,22770.0,1,12,1,3,2,3,1,2,4.0,1.0,3.0,3,3,6.7899159663865545,No
30,Travel_Rarely,Research & Development,14.0,3,Technical Degree,3792,Male,5,Research Director,Married,27950.0,3,13,0,9,4,4,1,3,3.0,2.0,3.0,3,3,6.537444933920705,No
35,Travel_Rarely,Research & Development,2.0,3,Medical,3793,Female,1,Research Scientist,Divorced,25320.0,1,13,0,1,2,1,0,0,1.0,1.0,3.0,1,3,9.693877551020408,Yes
53,Travel_Rarely,Research & Development,19.0,3,Life Sciences,3794,Male,2,Manager,Married,25590.0,0,25,0,34,2,33,1,9,3.0,4.0,3.0,3,4,6.518672199170124,Yes
38,Travel_Rarely,Research & Development,2.0,3,Medical,3795,Female,3,Sales Executive,Married,49080.0,4,19,1,7,3,5,1,4,3.0,2.0,3.0,2,3,7.549180327868853,Yes
32,Non-Travel,Research & Development,10.0,4,Life Sciences,3796,Female,5,Research Scientist,Married,23800.0,4,13,0,9,5,6,1,2,4.0,1.0,2.0,3,3,7.3544303797468356,No
48,Travel_Rarely,Research & Development,2.0,5,Life Sciences,3797,Male,1,Sales Executive,Married,47650.0,8,12,1,10,4,8,7,6,3.0,1.0,2.0,3,3,7.109704641350211,No
34,Travel_Rarely,Research & Development,3.0,3,Life Sciences,3798,Male,2,Sales Executive,Single,20440.0,1,11,0,1,2,1,0,0,1.0,4.0,1.0,3,3,7.439130434782609,No
55,Travel_Rarely,Research & Development,11.0,1,Medical,3799,Female,1,Laboratory Technician,Married,26930.0,1,18,0,36,6,36,2,13,3.0,4.0,3.0,2,3,6.407407407407407,No
34,Travel_Rarely,Research & Development,2.0,2,Life Sciences,3800,Male,2,Research Scientist,Married,65860.0,9,18,1,9,3,2,2,1,2.0,4.0,2.0,3,3,6.1203319502074685,No
26,Travel_Rarely,Research & Development,4.0,3,Life Sciences,3801,Male,1,Research Director,Married,32940.0,1,11,0,1,6,1,0,0,1.0,4.0,3.0,3,3,7.305309734513274,No
38,Travel_Rarely,Sales,14.0,2,Marketing,3802,Female,1,Sales Executive,Married,41710.0,0,23,0,10,4,9,7,7,3.0,2.0,3.0,4,4,7.082304526748971,No
38,Travel_Rarely,Research & Development,2.0,3,Life Sciences,3803,Female,1,Manufacturing Director,Single,27780.0,2,13,0,8,5,3,1,2,2.0,2.0,4.0,2,3,7.18595041322314,No
36,Travel_Rarely,Human Resources,1.0,3,Human Resources,3804,Male,1,Research Scientist,Single,23770.0,6,13,2,15,3,1,0,0,2.0,3.0,3.0,3,3,7.390756302521009,No
29,Travel_Rarely,Research & Development,10.0,3,Life Sciences,3805,Male,1,Sales Representative,Single,24040.0,1,17,0,10,3,10,1,5,2.0,1.0,3.0,2,3,8.096491228070175,No
35,Travel_Rarely,Sales,12.0,2,Life Sciences,3806,Female,2,Sales Executive,Single,23180.0,3,19,0,10,4,5,0,4,1.0,3.0,3.0,4,3,9.347826086956522,No
39,Travel_Rarely,Sales,2.0,2,Medical,3807,Female,1,Sales Executive,Married,20080.0,2,12,0,11,3,7,7,6,4.0,3.0,3.0,3,3,7.836065573770492,No
29,Travel_Frequently,Research & Development,5.0,1,Medical,3808,Female,1,Research Scientist,Divorced,62440.0,1,22,0,6,3,6,1,3,1.0,4.0,4.0,3,4,6.770212765957447,No
50,Travel_Rarely,Research & Development,4.0,2,Medical,3809,Female,1,Laboratory Technician,Married,27990.0,4,12,1,27,0,1,0,0,3.0,3.0,3.0,1,3,9.439834024896266,No
23,Travel_Rarely,Research & Development,7.0,2,Life Sciences,3810,Female,3,Manager,Married,105520.0,2,11,0,4,2,2,2,2,4.0,3.0,3.0,3,3,6.641975308641976,No
36,Travel_Frequently,Sales,21.0,3,Life Sciences,3811,Male,2,Human Resources,Married,23290.0,3,15,0,9,2,3,0,2,1.0,1.0,3.0,3,3,9.222689075630251,No
42,Travel_Rarely,Research & Development,8.0,2,Life Sciences,3812,Female,5,Manager,Single,40140.0,8,13,1,24,3,1,0,1,4.0,4.0,3.0,3,3,6.022026431718062,No
35,Travel_Rarely,Sales,4.0,3,Medical,3813,Female,2,Laboratory Technician,Married,74030.0,1,12,1,10,4,10,6,8,2.0,3.0,2.0,3,3,6.452173913043478,No
34,Travel_Frequently,Research & Development,25.0,1,Life Sciences,3814,Female,1,Manager,Married,22590.0,1,14,0,8,2,8,7,7,4.0,3.0,2.0,3,3,6.004115226337449,No
40,Travel_Rarely,Research & Development,1.0,4,Life Sciences,3815,Male,2,Laboratory Technician,Married,69320.0,1,13,0,5,5,5,1,2,4.0,1.0,3.0,3,3,6.452991452991453,No
43,Travel_Rarely,Research & Development,1.0,1,Other,3816,Male,1,Manager,Divorced,46780.0,5,25,1,8,0,6,0,2,4.0,2.0,3.0,4,4,6.986899563318778,No
35,Travel_Rarely,Sales,6.0,3,Marketing,3817,Female,3,Sales Representative,Married,135820.0,1,17,1,1,3,1,0,1,3.0,4.0,2.0,2,3,7.2594142259414225,No
46,Travel_Rarely,Research & Development,12.0,4,Technical Degree,3818,Male,1,Laboratory Technician,Single,23320.0,1,11,0,27,2,26,0,12,4.0,1.0,1.0,3,3,6.604255319148936,No
28,Travel_Rarely,Human Resources,1.0,3,Medical,3819,Female,2,Laboratory Technician,Married,24130.0,1,16,1,10,2,1,0,0,3.0,2.0,3.0,3,3,8.317796610169491,Yes
22,Non-Travel,Sales,17.0,2,Marketing,3820,Male,3,Sales Executive,Married,97050.0,1,18,2,4,3,4,1,3,2.0,3.0,2.0,2,3,8.875,No
